field,modules,source_files,definition,formula_or_rule,unit,how_to_read,does_not_mean,unknown_rule
depth_p90_m,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,P90 das profundidades positivas informadas dos poços na célula.,Quantil calculado apenas sobre profundidades numéricas positivas validadas pela regra E02/V01.,m,Descreve distribuição das profundidades cadastradas.,"Profundidade total não equivale ao intervalo captado, tela, topo/base do aquífero ou profundidade de investigação efetiva.",UNKNOWN quando não há profundidades positivas.
depth_positive,Vertical e temporal,well_vertical_temporal.csv,Indicador booleano de que a condição documental descrita no nome do campo foi demonstrada nos dados adquiridos.,TRUE somente quando a regra específica do módulo é satisfeita.,booleano,Permite separar presença documental de ausência de campo.,FALSE não significa ausência física da característica.,Campos não adquiridos não são inferidos.
depth_positive_pct,Vertical e temporal,vertical_temporal_by_domain.csv | vertical_temporal_by_hydro_unit.csv,Percentual definido pelo nome do campo e pelo denominador do módulo.,100 × numerador definido ÷ denominador definido na metodologia.,%,Permite comparação relativa somente quando o denominador é o mesmo ou conceitualmente equivalente.,Não é probabilidade ou qualidade por si só.,UNKNOWN quando o denominador é zero ou indisponível.
descriptive_tradeoff,Estudo de escalas,scale_candidate_decision_matrix.csv,Texto que resume o compromisso descritivo observado para uma escala candidata.,Gerado a partir dos resultados comparativos sem ponderação ou score.,texto,Ajuda a recordar vantagens e limitações simultâneas da escala.,Não é decisão automática nem ranking.,Pode permanecer vazio se não houver síntese definida.
diameter_documented,Vertical e temporal,well_vertical_temporal.csv,Indicador booleano de que a condição documental descrita no nome do campo foi demonstrada nos dados adquiridos.,TRUE somente quando a regra específica do módulo é satisfeita.,booleano,Permite separar presença documental de ausência de campo.,FALSE não significa ausência física da característica.,Campos não adquiridos não são inferidos.
diameter_documented_pct,Vertical e temporal,vertical_temporal_by_domain.csv | vertical_temporal_by_hydro_unit.csv,Percentual definido pelo nome do campo e pelo denominador do módulo.,100 × numerador definido ÷ denominador definido na metodologia.,%,Permite comparação relativa somente quando o denominador é o mesmo ou conceitualmente equivalente.,Não é probabilidade ou qualidade por si só.,UNKNOWN quando o denominador é zero ou indisponível.
diameter_raw,Vertical e temporal,well_vertical_temporal.csv,Valor documental bruto ou normalizado do atributo indicado.,Preservado do registro fonte ou organizado sem reinterpretar seu significado físico.,depende do campo,Serve à auditoria e à ficha do poço.,Não deve ser reinterpretado além da definição da fonte sem validação adicional.,UNKNOWN quando não informado.
dimension,Conhecimento hidrogeológico efetivo V2.2 | Matriz não agregada,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Nome de uma das nove dimensões mantidas separadamente.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,categoria,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
dimension_vector_json,Conhecimento hidrogeológico efetivo V2.2 | Matriz não agregada,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Objeto JSON com o estado separado das nove dimensões.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,JSON,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
direct_all_origins_n,Estabilidade e sensibilidade,origin_scale_question_summary.csv,Contagem associada a direct all origins n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_all_origins_pct,Estabilidade e sensibilidade,origin_scale_question_summary.csv,"Percentual associado a direct all origins pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_all_scales,Estabilidade e sensibilidade,support_question_cross_scale.csv,Indicador lógico associado a direct all scales nas regras da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_all_scales_n,Estabilidade e sensibilidade,cross_scale_question_summary.csv,Contagem associada a direct all scales n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_all_scales_pct,Estabilidade e sensibilidade,cross_scale_question_summary.csv,"Percentual associado a direct all scales pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_evidence_definition,Suficiência por pergunta,question_registry.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,texto,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
direct_evidence_n,Suficiência por pergunta,cell_question_sufficiency_long.csv | question_global_summary.csv,Campo da matriz de suficiência por pergunta da V2.4.,Contagem direta no universo indicado pelo arquivo e pelo denominador explícito.,n,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
direct_evidence_pct_of_wells,Suficiência por pergunta,cell_question_sufficiency_long.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,%,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
direct_evidence_present,Suficiência por pergunta,well_question_sufficiency_long.csv,Presença da evidência direta definida para a pergunta.,Regra booleana indicada no registro de perguntas.,booleano,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
direct_evidence_present_in_cell,Estabilidade e sensibilidade,support_scale_question_long.csv,Valor auditável de direct evidence present in cell no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_no_origin_n,Estabilidade e sensibilidade,origin_scale_question_summary.csv,Contagem associada a direct no origin n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_no_origin_pct,Estabilidade e sensibilidade,origin_scale_question_summary.csv,"Percentual associado a direct no origin pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_no_scale,Estabilidade e sensibilidade,support_question_cross_scale.csv,Valor auditável de direct no scale no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_no_scale_n,Estabilidade e sensibilidade,cross_scale_question_summary.csv,Contagem associada a direct no scale n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_no_scale_pct,Estabilidade e sensibilidade,cross_scale_question_summary.csv,"Percentual associado a direct no scale pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_1000km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Valor auditável de direct presence 1000km2 no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_100km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Valor auditável de direct presence 100km2 no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_150km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Valor auditável de direct presence 150km2 no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_250km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Valor auditável de direct presence 250km2 no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_500km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Valor auditável de direct presence 500km2 no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_jaccard,Estabilidade e sensibilidade,cross_scale_pairwise.csv | origin_pairwise.csv,Valor auditável de direct presence jaccard no módulo V2.5.,Interseção dividida pela união da presença de evidência direta.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_mismatch_n,Estabilidade e sensibilidade,cross_scale_pairwise.csv | origin_pairwise.csv,Contagem associada a direct presence mismatch n no universo explicitado pelo produto V2.5.,Fração do suporte fixo com presença direta diferente entre os dois cenários.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_mismatch_pct,Estabilidade e sensibilidade,cross_scale_pairwise.csv | origin_pairwise.csv,"Percentual associado a direct presence mismatch pct, com denominador explícito no produto V2.5.",Fração do suporte fixo com presença direta diferente entre os dois cenários.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_scales_n,Estabilidade e sensibilidade,support_question_cross_scale.csv,Contagem associada a direct scales n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_some_origins_n,Estabilidade e sensibilidade,origin_scale_question_summary.csv,Contagem associada a direct some origins n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_some_origins_pct,Estabilidade e sensibilidade,origin_scale_question_summary.csv,"Percentual associado a direct some origins pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_some_scales,Estabilidade e sensibilidade,support_question_cross_scale.csv,Indicador lógico associado a direct some scales nas regras da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_some_scales_n,Estabilidade e sensibilidade,cross_scale_question_summary.csv,Contagem associada a direct some scales n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_some_scales_pct,Estabilidade e sensibilidade,cross_scale_question_summary.csv,"Percentual associado a direct some scales pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
distance_m,Independência e redundância,independence_assignment_audit.csv,Distância usada por uma contingência de associação espacial.,Distância métrica entre ponto e célula mais próxima quando a interseção direta falha.,m,Permite auditar qualquer associação excepcional.,Não é distância a água ou evidência hidrogeológica.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
documentary_domains_mean,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Média dos cinco domínios documentais presentes por poço na célula.,Média de documentary_domains_n.,0–5,Resume diversidade documental média.,Não deve ser somada a outras dimensões como score.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
documentary_domains_median,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Mediana dos domínios documentais presentes por poço na célula.,Mediana de documentary_domains_n.,0–5,É menos sensível a poços excepcionalmente completos.,Não é independência estatística.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
documentary_domains_n,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,"Número de domínios documentais presentes entre aquífero, vertical, nível, hidráulica e química.",Soma dos cinco indicadores domain_*.,0–5,Valor maior significa maior diversidade documental do poço.,"Não é score de conhecimento, qualidade ou independência.",UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
documentary_flagged_wells_n,Conhecimento hidrogeológico efetivo V2.2 | Qualidade documental,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de poços com ao menos um alerta documental na unidade de análise.,Contagem direta do indicador documentary_flagged_wells entre os poços atribuídos.,n,Quantifica presença documental segundo a regra indicada.,"Não mede independência, potencial ou prioridade.",Em célula sem poço a contagem é zero e percentuais condicionados permanecem UNKNOWN.
documentary_flagged_wells_pct,Conhecimento hidrogeológico efetivo V2.2 | Qualidade documental,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentual de poços com ao menos um alerta documental entre os poços da célula.,100 × documentary_flagged_wells_n ÷ n_wells quando n_wells > 0.,%,Comparar somente dentro da mesma regra e com denominador conhecido.,"Não é probabilidade, qualidade total, potencial ou prioridade.",UNKNOWN em célula sem poço. Nunca convertido para zero.
documentary_invalid_flags_n,Conhecimento hidrogeológico efetivo V2.2 | Qualidade documental,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de alertas de severidade INVALID associados ao poço.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,n,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
documentary_invalid_wells_n,Conhecimento hidrogeológico efetivo V2.2 | Qualidade documental,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de poços com ao menos um valor objetivamente inválido preservado na unidade de análise.,Contagem direta do indicador documentary_invalid_wells entre os poços atribuídos.,n,Quantifica presença documental segundo a regra indicada.,"Não mede independência, potencial ou prioridade.",Em célula sem poço a contagem é zero e percentuais condicionados permanecem UNKNOWN.
documentary_invalid_wells_pct,Conhecimento hidrogeológico efetivo V2.2 | Qualidade documental,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentual de poços com ao menos um valor objetivamente inválido preservado entre os poços da célula.,100 × documentary_invalid_wells_n ÷ n_wells quando n_wells > 0.,%,Comparar somente dentro da mesma regra e com denominador conhecido.,"Não é probabilidade, qualidade total, potencial ou prioridade.",UNKNOWN em célula sem poço. Nunca convertido para zero.
documentary_quality_flags_n,Conhecimento hidrogeológico efetivo V2.2 | Qualidade documental,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número total de alertas de qualidade associados ao poço.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,n,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
documentary_review_flags_n,Conhecimento hidrogeológico efetivo V2.2 | Qualidade documental,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de alertas de severidade REVIEW associados ao poço.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,n,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
documentary_state,Conhecimento hidrogeológico efetivo V2.2 | Qualidade documental,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Estado descritivo dos alertas de qualidade documental.,Regra categórica determinística definida na metodologia V2.2.,categoria,Ler junto aos indicadores e aos códigos de incerteza da mesma dimensão.,"Não é nota, peso, potencial aquífero ou prioridade.",UNKNOWN é mantido como resultado quando a evidência não demonstra o estado.
domain,Estratificação hidrogeológica | Vertical e temporal,T01.csv | T02.csv | T03.csv | T04.csv | T05.csv | T06.csv | V02.csv | V03.csv | V04.csv | V05.csv | V06.csv | V07.csv | evidence_by_hydrolithologic_domain.csv | same_stratum_gap_by_domain.csv | scale_by_hydrolithologic_domain.csv | support_strata_assignment.csv,"Domínio hidrolitológico Granular, Fraturada ou Cárstica atribuído ou dominante.",Interseção espacial com a camada oficial SGB 2024.,categoria,Permite comparar comportamento da evidência entre tipos hidrogeológicos amplos.,Não substitui a unidade hidroestratigráfica nem prova o tipo de fluxo de um poço específico.,UNKNOWN em atribuições não resolvidas.
domain_aquifer_context,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Indicador de presença do domínio documental contexto aquífero cadastral.,TRUE quando pelo menos um campo elegível do domínio está demonstrado para o poço.,booleano,Informa variedade de tipos de informação disponíveis.,Não mede qualidade nem independência estatística.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
domain_area_in_mixed_cells_pct,Estratificação hidrogeológica,scale_by_hydrolithologic_domain.csv,Percentual da área da unidade ou do estado que cai em células contendo mais de um estrato da classificação analisada.,100 × área da unidade contida em células mistas ÷ área total da unidade.,%,Quantifica mistura causada pela agregação espacial naquela escala.,Não é erro cartográfico nem contradição geológica.,UNKNOWN se interseção espacial não for válida.
domain_area_in_non_dominant_cells_pct,Estratificação hidrogeológica,scale_by_hydrolithologic_domain.csv,Percentual da área de uma unidade que está em células onde ela não é a classe dominante.,100 × área da unidade em células dominadas por outra classe ÷ área total da unidade.,%,Mostra quanto uma unidade pode ficar subordinada na representação por classe dominante.,Não significa desaparecimento físico da unidade.,UNKNOWN sem overlay válido.
domain_area_km2,Estratificação hidrogeológica,scale_by_hydrolithologic_domain.csv,Área efetiva da geometria indicada após o recorte ou da unidade analisada.,Área vetorial calculada em CRS métrico EPSG:5880.,km²,É o denominador espacial real para métricas de área e densidade.,Não deve ser substituída pela área nominal nas células de borda.,UNKNOWN se a geometria não puder ser calculada.
domain_area_weighted_cell_purity_pct,Estratificação hidrogeológica,scale_by_hydrolithologic_domain.csv,Pureza ou participação da classe hidrogeológica dominante na unidade espacial.,100 × área ou suporte da classe dominante ÷ total da unidade analisada.,%,Valores altos indicam célula mais homogênea em relação à classificação usada.,Não garante homogeneidade hidrogeológica real em profundidade.,UNKNOWN sem composição válida.
domain_assignment_status,Estratificação hidrogeológica,support_strata_assignment.csv,Estado da atribuição de um ponto de suporte ao domínio hidrolitológico SGB.,Resultado da interseção espacial e das regras para casos ambíguos.,categoria,Permite separar atribuições resolvidas de pontos sobre limites ou sem classe.,Não é qualidade do domínio.,Casos não resolvidos permanecem UNKNOWN ou estado equivalente.
domain_chemistry,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Indicador de presença do domínio documental química.,TRUE quando pelo menos um campo elegível do domínio está demonstrado para o poço.,booleano,Informa variedade de tipos de informação disponíveis.,Não mede qualidade nem independência estatística.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
domain_hydraulic,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Indicador de presença do domínio documental informação hidráulica.,TRUE quando pelo menos um campo elegível do domínio está demonstrado para o poço.,booleano,Informa variedade de tipos de informação disponíveis.,Não mede qualidade nem independência estatística.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
domain_vertical_documentation,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Indicador de presença do domínio documental documentação vertical ou construtiva.,TRUE quando pelo menos um campo elegível do domínio está demonstrado para o poço.,booleano,Informa variedade de tipos de informação disponíveis.,Não mede qualidade nem independência estatística.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
domain_water_level,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Indicador de presença do domínio documental níveis d’água.,TRUE quando pelo menos um campo elegível do domínio está demonstrado para o poço.,booleano,Informa variedade de tipos de informação disponíveis.,Não mede qualidade nem independência estatística.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
dominance_10km_pct,Estrutura espacial,spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Participação percentual da unidade de suporte ou classe mais frequente.,100 × maior contagem de uma categoria ÷ total considerado.,%,Valores altos indicam concentração em uma única categoria.,Não é favorabilidade nem qualidade.,UNKNOWN sem observações válidas.
dominance_2p5km_pct,Estrutura espacial,spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Participação percentual da unidade de suporte ou classe mais frequente.,100 × maior contagem de uma categoria ÷ total considerado.,%,Valores altos indicam concentração em uma única categoria.,Não é favorabilidade nem qualidade.,UNKNOWN sem observações válidas.
dominance_5km_pct,Estrutura espacial,spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Participação percentual da unidade de suporte ou classe mais frequente.,100 × maior contagem de uma categoria ÷ total considerado.,%,Valores altos indicam concentração em uma única categoria.,Não é favorabilidade nem qualidade.,UNKNOWN sem observações válidas.
duplicate_candidate_level,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Classe de revisão para candidato a duplicação cadastral.,"NONE, MEDIUM ou HIGH conforme regras da auditoria de pares.",categoria,Indica intensidade da necessidade de revisão documental.,Não é probabilidade de que dois poços sejam fisicamente o mesmo.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
duplicate_candidate_partners,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Lista dos IDs parceiros candidatos a duplicação.,Concatenação dos well_id associados pela auditoria.,texto,Permite rastrear as comparações específicas.,Não autoriza fusão automática.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
duplicate_candidate_partners_n,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Número de outros IDs associados ao poço como candidatos a duplicação.,Contagem dos parceiros encontrados pela auditoria.,n,Mostra quantas comparações exigem revisão para o ID.,Não é número de duplicatas confirmadas.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
duplicate_candidate_wells_n,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Número de poços pertencentes a qualquer par candidato na célula.,Contagem dos well_id que satisfazem a condição poços pertencentes a qualquer par candidato.,n,Localiza onde se concentram situações que exigem auditoria.,Não é número de duplicatas confirmadas.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
duplicate_candidate_wells_pct,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Percentual de poços pertencentes a qualquer par candidato na célula.,100 × duplicate_candidate_wells_n ÷ n_wells_raw.,%,Permite comparar células com denominadores diferentes.,Não é porcentagem de informação inválida.,UNKNOWN em célula sem poço.
earliest_evidence_date,Vertical e temporal,well_vertical_temporal.csv,Data documental indicada pelo nome do campo.,"Preservada ou derivada de datas válidas do acervo, conforme metodologia.",data ISO,Permite avaliar recência e amplitude temporal.,Não deve ser confundida com data de perfuração quando o campo se refere a medição ou ensaio.,UNKNOWN quando a data correspondente não foi adquirida ou validada.
