cell_id,scale_km2,area_effective_km2,n_wells_raw,source_snapshot_overlap_n,pct_source_snapshot_overlap,coordinate_sites_n,coordinate_compression_n,coordinate_compression_pct,review_high_clusters_n,review_high_reduction_n,review_high_reduction_pct,review_all_clusters_n,review_all_reduction_n,review_all_reduction_pct,duplicate_candidate_wells_n,duplicate_candidate_wells_pct,high_duplicate_candidate_wells_n,high_duplicate_candidate_wells_pct,exact_colocation_wells_n,exact_colocation_wells_pct,nn_lt_100m_n,nn_lt_100m_pct,nn_lt_500m_n,nn_lt_500m_pct,nn_lt_1000m_n,nn_lt_1000m_pct,nearest_neighbor_median_m,documentary_domains_mean,documentary_domains_median,zero_domains_n,zero_domains_pct,fourplus_domains_n,fourplus_domains_pct,dated_domains_mean,dated_domains_median,source_core_pairs_comparable_n,source_core_pairs_matching_n,source_core_match_pct,specific_capacity_both_sources_n,specific_capacity_source_echo_n,specific_capacity_source_echo_pct,pumping_test_records_n,chem_sample_records_n,chem_result_records_n,hydraulic_parameter_records_n,chem_sample_records_per_well,hydraulic_parameter_records_per_well,analysis_status
SCALE-500-O00-00072,500,438.2630898931407,59,42.0,71.1864406779661,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,45.76271186440678,48.0,81.35593220338983,56.0,94.91525423728814,106.06,3.76271186440678,4.0,2.0,3.389830508474576,49.0,83.05084745762711,0.711864406779661,1.0,154.0,154.0,100.0,38.0,38.0,100.0,38.0,20.0,25.0,139.0,0.3389830508474576,2.3559322033898304,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00073,500,499.9999999999812,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14805.84,4.0,4.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00074,500,499.9999999999812,19,12.0,63.1578947368421,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.526315789473685,13.0,68.42105263157895,16.0,84.21052631578948,295.01,3.1052631578947367,4.0,2.0,10.526315789473685,13.0,68.42105263157895,0.3157894736842105,0.0,32.0,32.0,100.0,7.0,7.0,100.0,5.0,9.0,10.0,37.0,0.47368421052631576,1.9473684210526316,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00075,500,499.9999999999812,15,3.0,20.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.333333333333334,7.0,46.666666666666664,11.0,73.33333333333333,502.46,3.8,4.0,0.0,0.0,12.0,80.0,0.3333333333333333,0.0,10.0,10.0,100.0,2.0,2.0,100.0,3.0,15.0,17.0,18.0,1.0,1.2,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00076,500,499.9999999999812,10,7.0,70.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,3.0,30.0,5.0,50.0,1052.8700000000001,3.4,4.0,2.0,20.0,8.0,80.0,0.7,0.5,20.0,20.0,100.0,5.0,5.0,100.0,5.0,6.0,9.0,22.0,0.6,2.2,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00077,500,499.9999999999812,20,8.0,40.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,35.0,12.0,60.0,766.435,3.6,4.0,2.0,10.0,14.0,70.0,0.55,0.0,25.0,25.0,100.0,6.0,6.0,100.0,6.0,14.0,18.0,35.0,0.7,1.75,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00078,500,499.9999999999812,99,23.0,23.232323232323232,99.0,0.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.141414141414142,58.0,58.58585858585859,80.0,80.8080808080808,389.78,3.5353535353535355,4.0,5.0,5.05050505050505,63.0,63.63636363636363,0.26262626262626265,0.0,72.0,72.0,100.0,18.0,18.0,100.0,18.0,58.0,74.0,140.0,0.5858585858585859,1.4141414141414141,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00079,500,499.9999999999812,13,1.0,7.6923076923076925,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.384615384615385,8.0,61.53846153846154,8.0,61.53846153846154,433.37,3.4615384615384617,4.0,1.0,7.6923076923076925,9.0,69.23076923076923,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,10.0,10.0,14.0,0.7692307692307693,1.0769230769230769,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00080,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00081,500,499.9999999999776,2,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1858.645,4.0,4.0,0.0,0.0,1.0,50.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0,3.0,4.0,0.5,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00082,500,499.9999999999812,15,11.0,73.33333333333333,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,73.33333333333333,13.0,86.66666666666667,13.0,86.66666666666667,67.34,4.133333333333334,4.0,0.0,0.0,14.0,93.33333333333333,1.0,1.0,44.0,44.0,100.0,11.0,11.0,100.0,11.0,7.0,7.0,38.0,0.4666666666666667,2.533333333333333,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00083,500,413.6532391053519,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00084,500,112.24360020500998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00085,500,0.18012560756039922,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00086,500,2.461348389109066,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00087,500,102.0043995804589,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00088,500,155.9537144594399,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00089,500,201.27193517654004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00090,500,161.44847937357224,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00091,500,156.78821535884543,1,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6791.65,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00092,500,235.05758486200332,13,12.0,92.3076923076923,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,46.15384615384615,11.0,84.61538461538461,11.0,84.61538461538461,106.06,3.6153846153846154,4.0,1.0,7.6923076923076925,10.0,76.92307692307692,0.9230769230769231,1.0,38.0,38.0,100.0,9.0,9.0,100.0,9.0,6.0,7.0,36.0,0.46153846153846156,2.769230769230769,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00093,500,416.0892720575067,2,2.0,100.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11352.965,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00094,500,499.9999999999812,6,6.0,100.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3961.585,3.6666666666666665,4.0,0.0,0.0,5.0,83.33333333333333,0.8333333333333334,1.0,13.0,13.0,100.0,1.0,1.0,100.0,5.0,0.0,0.0,13.0,0.0,2.1666666666666665,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00095,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00096,500,499.9999999999812,7,4.0,57.142857142857146,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4404.98,2.857142857142857,4.0,2.0,28.571428571428573,4.0,57.142857142857146,0.5714285714285714,0.0,7.0,7.0,100.0,1.0,1.0,100.0,2.0,4.0,8.0,12.0,0.5714285714285714,1.7142857142857142,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00097,500,499.9999999999812,145,63.0,43.44827586206897,144.0,1.0,0.6896551724137931,144.0,1.0,0.6896551724137931,144.0,1.0,0.6896551724137931,2.0,1.3793103448275863,2.0,1.3793103448275863,2.0,1.3793103448275863,48.0,33.10344827586207,110.0,75.86206896551724,129.0,88.96551724137932,192.39,3.179310344827586,4.0,21.0,14.482758620689655,89.0,61.37931034482759,0.3724137931034483,0.0,179.0,179.0,100.0,43.0,43.0,100.0,45.0,67.0,77.0,240.0,0.46206896551724136,1.6551724137931034,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00098,500,499.9999999999812,17,6.0,35.294117647058826,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,47.05882352941177,8.0,47.05882352941177,1600.11,3.9411764705882355,4.0,0.0,0.0,14.0,82.3529411764706,0.47058823529411764,0.0,24.0,24.0,100.0,6.0,6.0,100.0,6.0,14.0,17.0,29.0,0.8235294117647058,1.7058823529411764,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00099,500,499.9999999999812,29,10.0,34.48275862068966,29.0,0.0,0.0,29.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.137931034482758,18.0,62.06896551724138,20.0,68.96551724137932,342.35,3.2413793103448274,4.0,4.0,13.793103448275861,16.0,55.172413793103445,0.27586206896551724,0.0,24.0,24.0,100.0,6.0,6.0,100.0,6.0,15.0,17.0,45.0,0.5172413793103449,1.5517241379310345,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00100,500,499.9999999999812,24,6.0,25.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.833333333333332,12.0,50.0,14.0,58.333333333333336,387.15,4.083333333333333,4.0,0.0,0.0,21.0,87.5,0.4583333333333333,0.0,24.0,24.0,100.0,6.0,6.0,100.0,6.0,23.0,27.0,37.0,0.9583333333333334,1.5416666666666667,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00101,500,499.9999999999812,52,32.0,61.53846153846154,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,40.38461538461539,38.0,73.07692307692308,42.0,80.76923076923077,113.86500000000001,3.7115384615384617,4.0,4.0,7.6923076923076925,38.0,73.07692307692308,0.7692307692307693,1.0,112.0,111.0,99.10714285714286,28.0,28.0,100.0,28.0,30.0,41.0,109.0,0.5769230769230769,2.0961538461538463,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00102,500,499.9999999999735,8,6.0,75.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,4.0,50.0,6.0,75.0,535.625,3.875,4.0,1.0,12.5,7.0,87.5,1.0,1.0,20.0,20.0,100.0,5.0,5.0,100.0,5.0,7.0,9.0,20.0,0.875,2.5,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00103,500,499.9999999999812,52,33.0,63.46153846153846,51.0,1.0,1.9230769230769231,51.0,1.0,1.9230769230769231,51.0,1.0,1.9230769230769231,2.0,3.8461538461538463,0.0,0.0,2.0,3.8461538461538463,22.0,42.30769230769231,45.0,86.53846153846153,49.0,94.23076923076923,144.26,3.75,4.0,2.0,3.8461538461538463,38.0,73.07692307692308,0.8269230769230769,1.0,113.0,110.0,97.34513274336283,27.0,26.0,96.29629629629629,26.0,31.0,64.0,110.0,0.5961538461538461,2.1153846153846154,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00104,500,499.9999999999812,23,13.0,56.52173913043478,23.0,0.0,0.0,23.0,0.0,0.0,22.0,1.0,4.3478260869565215,2.0,8.695652173913043,0.0,0.0,0.0,0.0,17.0,73.91304347826087,20.0,86.95652173913044,20.0,86.95652173913044,84.18,3.4782608695652173,4.0,0.0,0.0,14.0,60.869565217391305,0.6086956521739131,1.0,46.0,46.0,100.0,9.0,9.0,100.0,12.0,9.0,9.0,44.0,0.391304347826087,1.9130434782608696,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00105,500,499.9999999999812,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17089.63,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00106,500,362.25143837755843,6,4.0,66.66666666666667,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,5.0,83.33333333333333,5.0,83.33333333333333,96.95500000000001,4.333333333333333,4.0,0.0,0.0,6.0,100.0,1.0,1.0,16.0,16.0,100.0,4.0,4.0,100.0,4.0,5.0,6.0,14.0,0.8333333333333334,2.3333333333333335,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00107,500,78.63169555690133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00108,500,183.16265875393483,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00109,500,377.7829051011297,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00110,500,475.75171938871233,1,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41309.55,4.0,4.0,0.0,0.0,1.0,100.0,2.0,2.0,3.0,3.0,100.0,0.0,0.0,,1.0,1.0,2.0,2.0,1.0,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00111,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00112,500,499.9999999999812,16,11.0,68.75,15.0,1.0,6.25,14.0,2.0,12.5,14.0,2.0,12.5,4.0,25.0,2.0,12.5,2.0,12.5,7.0,43.75,13.0,81.25,16.0,100.0,173.26999999999998,3.3125,3.5,0.0,0.0,8.0,50.0,0.5625,1.0,38.0,38.0,100.0,9.0,9.0,100.0,9.0,4.0,4.0,36.0,0.25,2.25,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00113,500,499.9999999999812,1,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24512.18,4.0,4.0,0.0,0.0,1.0,100.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,3.0,0.0,3.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00114,500,434.00527632907756,2,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5769.73,3.5,3.5,0.0,0.0,1.0,50.0,0.5,0.5,4.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0,1.0,4.0,0.5,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00115,500,377.9701113875795,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00116,500,499.9999999999812,3,2.0,66.66666666666667,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7714.96,2.6666666666666665,4.0,1.0,33.333333333333336,2.0,66.66666666666667,0.3333333333333333,0.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0,1.0,6.0,0.3333333333333333,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00117,500,499.9999999999812,4,3.0,75.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,4.0,100.0,4.0,100.0,84.18,4.5,4.5,0.0,0.0,4.0,100.0,1.5,2.0,12.0,12.0,100.0,3.0,3.0,100.0,3.0,4.0,5.0,12.0,1.0,3.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00118,500,499.9999999999812,1,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4232.19,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00119,500,499.9999999999812,7,6.0,85.71428571428571,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2524.07,3.5714285714285716,4.0,0.0,0.0,5.0,71.42857142857143,0.7142857142857143,1.0,16.0,16.0,100.0,3.0,3.0,100.0,4.0,3.0,4.0,16.0,0.42857142857142855,2.2857142857142856,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00120,500,499.9999999999812,19,3.0,15.789473684210526,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.526315789473685,16.0,84.21052631578948,17.0,89.47368421052632,391.66,3.0526315789473686,4.0,3.0,15.789473684210526,10.0,52.63157894736842,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,20.0,0.631578947368421,1.0526315789473684,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00121,500,499.9999999999812,17,6.0,35.294117647058826,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,47.05882352941177,14.0,82.3529411764706,14.0,82.3529411764706,124.01,2.823529411764706,3.0,3.0,17.647058823529413,7.0,41.1764705882353,0.29411764705882354,0.0,9.0,9.0,100.0,1.0,1.0,100.0,2.0,7.0,8.0,23.0,0.4117647058823529,1.3529411764705883,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00122,500,499.9999999999812,73,32.0,43.83561643835616,73.0,0.0,0.0,73.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,36.986301369863014,48.0,65.75342465753425,58.0,79.45205479452055,265.3,3.6164383561643834,4.0,4.0,5.47945205479452,54.0,73.97260273972603,0.4931506849315068,0.0,107.0,107.0,100.0,25.0,25.0,100.0,27.0,42.0,51.0,126.0,0.5753424657534246,1.726027397260274,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00123,500,499.9999999999812,35,13.0,37.142857142857146,35.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,45.714285714285715,30.0,85.71428571428571,32.0,91.42857142857143,165.87,3.0,4.0,7.0,20.0,20.0,57.142857142857146,0.2,0.0,21.0,21.0,100.0,5.0,5.0,100.0,5.0,21.0,21.0,54.0,0.6,1.542857142857143,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00124,500,499.9999999999812,13,11.0,84.61538461538461,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.384615384615385,7.0,53.84615384615385,996.0,0.9230769230769231,0.0,10.0,76.92307692307692,3.0,23.076923076923077,0.07692307692307693,0.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,2.0,2.0,25.0,0.15384615384615385,1.9230769230769231,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00125,500,499.9999999999812,6,6.0,100.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,83.33333333333333,5.0,83.33333333333333,176.96,4.333333333333333,4.0,0.0,0.0,6.0,100.0,1.5,1.5,24.0,24.0,100.0,6.0,6.0,100.0,6.0,5.0,9.0,18.0,0.8333333333333334,3.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00126,500,499.9999999999812,31,19.0,61.29032258064516,29.0,2.0,6.451612903225806,29.0,2.0,6.451612903225806,29.0,2.0,6.451612903225806,4.0,12.903225806451612,2.0,6.451612903225806,4.0,12.903225806451612,12.0,38.70967741935484,24.0,77.41935483870968,27.0,87.09677419354838,159.71,3.967741935483871,4.0,0.0,0.0,28.0,90.3225806451613,0.7096774193548387,1.0,76.0,76.0,100.0,19.0,19.0,100.0,19.0,20.0,30.0,68.0,0.6451612903225806,2.193548387096774,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00127,500,499.9999999999812,2,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,2.0,100.0,412.83,4.5,4.5,0.0,0.0,2.0,100.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,2.0,4.0,4.0,1.0,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00128,500,499.9999999999812,1,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8945.3,5.0,5.0,0.0,0.0,1.0,100.0,3.0,3.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0,3.0,3.0,1.0,3.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00129,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00130,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00131,500,499.9999999999812,11,8.0,72.72727272727273,10.0,1.0,9.090909090909092,10.0,1.0,9.090909090909092,10.0,1.0,9.090909090909092,2.0,18.181818181818183,0.0,0.0,2.0,18.181818181818183,4.0,36.36363636363637,7.0,63.63636363636363,8.0,72.72727272727273,106.06,3.5454545454545454,4.0,0.0,0.0,7.0,63.63636363636363,0.8181818181818182,1.0,29.0,29.0,100.0,7.0,7.0,100.0,6.0,6.0,8.0,26.0,0.5454545454545454,2.3636363636363638,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00132,500,262.0977570605113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00133,500,440.4782594160709,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00134,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00135,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00136,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00137,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00138,500,499.9999999999812,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18114.65,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00139,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
