field,modules,source_files,definition,formula_or_rule,unit,how_to_read,does_not_mean,unknown_rule
fully_blocked_support_scale_instances_n,Estabilidade e sensibilidade,blocker_requirement_summary.csv,Contagem associada a fully blocked support scale instances n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
fully_blocked_support_scale_instances_pct,Estabilidade e sensibilidade,blocker_requirement_summary.csv,"Percentual associado a fully blocked support scale instances pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
grid_family,Estabilidade e sensibilidade,cell_stability_sensitivity_long.csv | stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Valor auditável de grid family no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
hydro_context_state,Estabilidade e sensibilidade,cell_stability_sensitivity_long.csv | stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Estado categórico de hydro context state nas regras documentais da V2.5.,Contexto superficial SGB 2024 observado nos pontos fixos de 5 km.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
hydro_domain_assignment_status,Estabilidade e sensibilidade,support_question_cross_scale.csv | support_scale_question_long.csv,Valor auditável de hydro domain assignment status no módulo V2.5.,Contexto superficial SGB 2024 observado nos pontos fixos de 5 km.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
hydro_dominant_domain,Estabilidade e sensibilidade,cell_stability_sensitivity_long.csv | stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Valor auditável de hydro dominant domain no módulo V2.5.,Contexto superficial SGB 2024 observado nos pontos fixos de 5 km.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
hydro_dominant_unit,Estabilidade e sensibilidade,cell_stability_sensitivity_long.csv | stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Valor auditável de hydro dominant unit no módulo V2.5.,Contexto superficial SGB 2024 observado nos pontos fixos de 5 km.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
hydro_surface_domain,Estabilidade e sensibilidade,support_question_cross_scale.csv | support_requirement_persistence.csv | support_scale_question_long.csv,Valor auditável de hydro surface domain no módulo V2.5.,Contexto superficial SGB 2024 observado nos pontos fixos de 5 km.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
hydro_surface_domains_n,Estabilidade e sensibilidade,cell_stability_sensitivity_long.csv | stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Contagem associada a hydro surface domains n no universo explicitado pelo produto V2.5.,Contexto superficial SGB 2024 observado nos pontos fixos de 5 km.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
hydro_surface_unit,Estabilidade e sensibilidade,support_question_cross_scale.csv | support_requirement_persistence.csv | support_scale_question_long.csv,Valor auditável de hydro surface unit no módulo V2.5.,Contexto superficial SGB 2024 observado nos pontos fixos de 5 km.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
hydro_surface_units_n,Estabilidade e sensibilidade,cell_stability_sensitivity_long.csv | stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Contagem associada a hydro surface units n no universo explicitado pelo produto V2.5.,Contexto superficial SGB 2024 observado nos pontos fixos de 5 km.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
hydro_unit_assignment_status,Estabilidade e sensibilidade,support_question_cross_scale.csv | support_scale_question_long.csv,Valor auditável de hydro unit assignment status no módulo V2.5.,Contexto superficial SGB 2024 observado nos pontos fixos de 5 km.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
mean_blocked_wells_pct_observable_scales,Estabilidade e sensibilidade,support_requirement_persistence.csv,"Percentual associado a mean blocked wells pct observable scales, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
method_version,Estabilidade e sensibilidade,blocker_requirement_summary.csv | cell_stability_sensitivity_long.csv | cross_scale_pairwise.csv | cross_scale_question_summary.csv | hydro_context_scale_summary.csv | origin_pairwise.csv | origin_scale_question_counts.csv | origin_scale_question_summary.csv | stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv | support_question_cross_scale.csv | support_requirement_persistence.csv | support_scale_question_long.csv,Valor auditável de method version no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
monotonic_relation_asserted,Estabilidade e sensibilidade,cross_scale_question_summary.csv,Valor auditável de monotonic relation asserted no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
n_wells,Estabilidade e sensibilidade,cell_stability_sensitivity_long.csv | stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Valor auditável de n wells no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
observable_scales_n,Estabilidade e sensibilidade,support_requirement_persistence.csv,Contagem associada a observable scales n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
observable_support_points_n,Estabilidade e sensibilidade,blocker_requirement_summary.csv,Contagem associada a observable support points n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
observable_support_scale_instances_n,Estabilidade e sensibilidade,blocker_requirement_summary.csv,Contagem associada a observable support scale instances n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
origin,Estabilidade e sensibilidade,origin_scale_question_counts.csv | support_scale_question_long.csv,Valor auditável de origin no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
origin_a,Estabilidade e sensibilidade,origin_pairwise.csv,Valor auditável de origin a no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
origin_b,Estabilidade e sensibilidade,origin_pairwise.csv,Valor auditável de origin b no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
origin_direct_all_support_n,Estabilidade e sensibilidade,cell_stability_sensitivity_long.csv,Contagem associada a origin direct all support n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
origin_direct_none_support_n,Estabilidade e sensibilidade,cell_stability_sensitivity_long.csv,Contagem associada a origin direct none support n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
origin_direct_some_support_n,Estabilidade e sensibilidade,cell_stability_sensitivity_long.csv,Contagem associada a origin direct some support n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
origin_exact_state_support_n,Estabilidade e sensibilidade,cell_stability_sensitivity_long.csv,Contagem associada a origin exact state support n no universo explicitado pelo produto V2.5.,Concordância exata entre estados documentais no suporte fixo de 5 km.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
origin_exact_state_support_pct,Estabilidade e sensibilidade,cell_stability_sensitivity_long.csv,"Percentual associado a origin exact state support pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
origins_n,Estabilidade e sensibilidade,origin_scale_question_summary.csv,Contagem associada a origins n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
persistence_state,Estabilidade e sensibilidade,support_requirement_persistence.csv,Estado categórico de persistence state nas regras documentais da V2.5.,Persistência calculada somente nas escalas em que a célula do suporte contém ao menos um poço.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
physical_absence_inferred,Estabilidade e sensibilidade,blocker_requirement_summary.csv,Valor auditável de physical absence inferred no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q01_cell_state_code,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Estado categórico de q01 cell state code nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q01_cell_state_label,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Estado categórico de q01 cell state label nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q01_cross_scale_exact_pct,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,"Percentual associado a q01 cross scale exact pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q01_direct_evidence_n,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Contagem associada a q01 direct evidence n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q01_origin_exact_pct,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,"Percentual associado a q01 origin exact pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q01_top_blocking_requirements,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Valor auditável de q01 top blocking requirements no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q02_cell_state_code,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Estado categórico de q02 cell state code nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q02_cell_state_label,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Estado categórico de q02 cell state label nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q02_cross_scale_exact_pct,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,"Percentual associado a q02 cross scale exact pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q02_direct_evidence_n,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Contagem associada a q02 direct evidence n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q02_origin_exact_pct,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,"Percentual associado a q02 origin exact pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q02_top_blocking_requirements,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Valor auditável de q02 top blocking requirements no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q03_cell_state_code,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Estado categórico de q03 cell state code nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q03_cell_state_label,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Estado categórico de q03 cell state label nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q03_cross_scale_exact_pct,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,"Percentual associado a q03 cross scale exact pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q03_direct_evidence_n,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Contagem associada a q03 direct evidence n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q03_origin_exact_pct,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,"Percentual associado a q03 origin exact pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q03_top_blocking_requirements,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Valor auditável de q03 top blocking requirements no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q04_cell_state_code,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Estado categórico de q04 cell state code nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q04_cell_state_label,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Estado categórico de q04 cell state label nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q04_cross_scale_exact_pct,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,"Percentual associado a q04 cross scale exact pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q04_direct_evidence_n,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Contagem associada a q04 direct evidence n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q04_origin_exact_pct,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,"Percentual associado a q04 origin exact pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q04_top_blocking_requirements,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Valor auditável de q04 top blocking requirements no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q05_cell_state_code,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Estado categórico de q05 cell state code nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q05_cell_state_label,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,Estado categórico de q05 cell state label nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
q05_cross_scale_exact_pct,Estabilidade e sensibilidade,stability_sensitivity_1000km2.csv | stability_sensitivity_100km2.csv | stability_sensitivity_150km2.csv | stability_sensitivity_250km2.csv | stability_sensitivity_500km2.csv,"Percentual associado a q05 cross scale exact pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
