field,modules,source_files,definition,formula_or_rule,unit,how_to_read,does_not_mean,unknown_rule
q01_independence_state,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q01 independence state no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q01_origin_priority_exact_pct,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,"Percentual associado a q01 origin priority exact pct, com denominador explícito no produto V2.6.",Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,%,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q01_priority_class,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q01 priority class no módulo experimental V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q01_priority_code,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q01 priority code no produto V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q01_priority_label,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q01 priority label no módulo experimental V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q01_recommendation,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q01 recommendation no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q01_recommended_actions,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q01 recommended actions no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q01_representativeness_state,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q01 representativeness state no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q02_confidence_class,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q02 confidence class no módulo experimental V2.6.,Classe separada derivada da concordância exata da prioridade entre cinco escalas e quatro origens.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q02_confidence_code,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q02 confidence code no produto V2.6.,Classe separada derivada da concordância exata da prioridade entre cinco escalas e quatro origens.,n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q02_confidence_label,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q02 confidence label no módulo experimental V2.6.,Classe separada derivada da concordância exata da prioridade entre cinco escalas e quatro origens.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q02_context_gate_n,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q02 context gate n no produto V2.6.,Conjunção de evidência direta e requisitos intermediários explicitados no registro de regras da pergunta.,n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q02_cross_scale_priority_exact_pct,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,"Percentual associado a q02 cross scale priority exact pct, com denominador explícito no produto V2.6.",Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,%,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q02_fully_blocked_requirements_n,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q02 fully blocked requirements n no produto V2.6.,"Requisito não demonstrado nos poços atribuídos à célula, sem inferir ausência física da propriedade.",n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q02_independence_state,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q02 independence state no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q02_origin_priority_exact_pct,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,"Percentual associado a q02 origin priority exact pct, com denominador explícito no produto V2.6.",Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,%,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q02_priority_class,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q02 priority class no módulo experimental V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q02_priority_code,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q02 priority code no produto V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q02_priority_label,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q02 priority label no módulo experimental V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q02_recommendation,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q02 recommendation no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q02_recommended_actions,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q02 recommended actions no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q02_representativeness_state,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q02 representativeness state no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q03_confidence_class,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q03 confidence class no módulo experimental V2.6.,Classe separada derivada da concordância exata da prioridade entre cinco escalas e quatro origens.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q03_confidence_code,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q03 confidence code no produto V2.6.,Classe separada derivada da concordância exata da prioridade entre cinco escalas e quatro origens.,n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q03_confidence_label,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q03 confidence label no módulo experimental V2.6.,Classe separada derivada da concordância exata da prioridade entre cinco escalas e quatro origens.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q03_context_gate_n,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q03 context gate n no produto V2.6.,Conjunção de evidência direta e requisitos intermediários explicitados no registro de regras da pergunta.,n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q03_cross_scale_priority_exact_pct,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,"Percentual associado a q03 cross scale priority exact pct, com denominador explícito no produto V2.6.",Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,%,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q03_fully_blocked_requirements_n,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q03 fully blocked requirements n no produto V2.6.,"Requisito não demonstrado nos poços atribuídos à célula, sem inferir ausência física da propriedade.",n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q03_independence_state,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q03 independence state no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q03_origin_priority_exact_pct,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,"Percentual associado a q03 origin priority exact pct, com denominador explícito no produto V2.6.",Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,%,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q03_priority_class,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q03 priority class no módulo experimental V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q03_priority_code,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q03 priority code no produto V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q03_priority_label,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q03 priority label no módulo experimental V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q03_recommendation,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q03 recommendation no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q03_recommended_actions,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q03 recommended actions no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q03_representativeness_state,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q03 representativeness state no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q04_confidence_class,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q04 confidence class no módulo experimental V2.6.,Classe separada derivada da concordância exata da prioridade entre cinco escalas e quatro origens.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q04_confidence_code,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q04 confidence code no produto V2.6.,Classe separada derivada da concordância exata da prioridade entre cinco escalas e quatro origens.,n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q04_confidence_label,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q04 confidence label no módulo experimental V2.6.,Classe separada derivada da concordância exata da prioridade entre cinco escalas e quatro origens.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q04_context_gate_n,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q04 context gate n no produto V2.6.,Conjunção de evidência direta e requisitos intermediários explicitados no registro de regras da pergunta.,n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q04_cross_scale_priority_exact_pct,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,"Percentual associado a q04 cross scale priority exact pct, com denominador explícito no produto V2.6.",Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,%,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q04_fully_blocked_requirements_n,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q04 fully blocked requirements n no produto V2.6.,"Requisito não demonstrado nos poços atribuídos à célula, sem inferir ausência física da propriedade.",n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q04_independence_state,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q04 independence state no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q04_origin_priority_exact_pct,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,"Percentual associado a q04 origin priority exact pct, com denominador explícito no produto V2.6.",Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,%,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q04_priority_class,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q04 priority class no módulo experimental V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q04_priority_code,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q04 priority code no produto V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q04_priority_label,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q04 priority label no módulo experimental V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q04_recommendation,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q04 recommendation no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q04_recommended_actions,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q04 recommended actions no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q04_representativeness_state,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q04 representativeness state no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q05_confidence_class,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q05 confidence class no módulo experimental V2.6.,Classe separada derivada da concordância exata da prioridade entre cinco escalas e quatro origens.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
